,price
29371,30
39056,105
45366,80
24396,169
7072,45
48684,185
32564,45
12881,48
35337,65
11822,75
25080,95
9095,115
25579,110
2557,147
33452,125
20270,50
35628,199
4379,255
34212,46
8441,105
2098,125
30250,99
33826,90
5687,180
24860,46
11568,170
33431,150
32070,89
39944,65
4341,151
27821,299
30527,199
15818,150
29786,50
18622,163
36300,235
17969,280
28225,150
16239,125
23492,125
39283,293
41148,120
12797,128
7458,200
47586,189
5605,225
5682,135
47913,50
222,239
42250,65
17933,38
14341,100
31773,50
19795,72
39880,60
30337,225
13526,124
21558,179
1863,65
18441,135
17785,108
37790,200
1147,185
44533,130
47968,150
35068,48
24010,300
7569,130
35989,127
18455,100
11202,260
40388,65
3981,95
12036,250
15856,90
30401,250
26417,80
21624,100
14949,150
14983,170
38522,125
34446,10
23611,100
27686,150
41563,220
27644,105
21,130
16818,140
39485,90
35756,45
40308,105
16710,250
41368,156
37275,35
44830,99
13105,220
8958,259
36517,55
15539,50
21569,160
32225,45
13541,209
18527,117
19013,225
28885,140
33252,35
8914,150
16989,100
46133,65
47627,250
5139,74
708,145
16781,185
48574,150
38683,334
46873,220
6609,90
33015,300
20877,87
1220,115
30325,96
18017,110
13972,275
28481,55
20607,285
14519,200
12645,300
13684,80
42634,279
5760,160
43414,228
23072,150
2720,165
8729,110
146,195
32806,105
11720,195
39818,50
47459,200
7806,95
7726,90
8892,40
12877,170
32814,124
10850,150
31796,225
6514,130
6146,227
44912,175
29113,80
18786,300
4583,151
35091,45
206,121
12681,95
2978,180
30852,72
6041,200
39343,75
8996,150
26525,110
26950,200
36754,130
12481,200
48451,199
20983,49
30989,230
3810,200
18,99
15435,57
44402,159
16762,29
14063,90
3357,175
2333,133
2208,125
20006,135
42295,115
18155,65
26270,69
32074,69
48605,59
5352,200
48691,170
44855,43
26123,35
40392,59
22359,142
44821,99
32176,41
107,80
47929,250
34608,40
13785,135
46765,100
16062,60
13860,85
24426,52
38520,29
48114,222
46496,78
48006,180
42361,80
20747,85
14290,145
26560,275
21129,60
1466,150
38034,219
40467,100
19626,90
39984,100
40771,140
40345,70
30716,222
18742,65
31047,85
21417,70
43288,135
16539,65
10259,50
44666,50
46511,190
8179,300
3446,79
4724,145
3657,208
41101,75
21173,190
23361,112
29650,150
23893,180
19930,45
12526,60
4790,50
2498,60
24865,88
9544,95
30917,135
48052,99
30381,130
3624,61
9216,130
19260,75
25595,175
24386,51
23742,90
25378,325
28201,135
6671,95
2729,59
44851,125
20178,60
13035,49
4732,93
7951,115
9577,78
28093,38
43416,49
23463,55
41816,62
40114,250
44469,80
16162,62
8409,295
24176,85
14031,75
6255,299
24772,59
10005,110
16618,300
14368,70
8316,65
20358,35
46552,300
24449,80
17286,135
39539,200
37207,200
8330,120
14423,278
19669,90
8443,105
33158,170
8946,250
38804,240
39528,180
33445,285
15737,43
3703,200
30537,100
41501,300
8241,95
44772,40
11040,55
27065,82
12195,214
42604,260
46544,180
23870,135
8551,250
14338,110
11983,75
6382,65
32232,90
27704,45
38022,35
42084,250
19735,178
44571,271
16753,75
35938,59
45830,300
4995,45
6885,90
7357,100
7750,163
42660,50
21054,46
41017,120
32403,109
17471,140
34800,59
48125,190
12267,95
16275,45
18353,150
27489,140
7685,85
28350,88
44546,24
28237,100
31743,182
2394,99
10397,135
4999,108
5835,210
21216,60
22763,160
2412,150
3853,85
10271,299
34819,60
1095,200
19472,75
36297,70
35418,119
4453,100
11993,144
55,150
16075,110
11287,65
44664,150
31824,65
31212,173
27120,40
24576,65
28916,285
18317,110
3559,60
39967,89
48268,199
10574,45
2566,100
8410,60
16550,200
32335,40
17186,259
14130,90
2404,60
25831,250
20195,199
11455,60
21119,55
24755,210
11637,79
25082,190
46175,250
23436,46
14874,65
28433,90
6581,250
3595,215
5512,180
26042,49
951,94
11730,149
25028,108
43477,104
7187,115
46390,225
26175,225
28869,54
31769,50
23249,115
7193,250
45520,58
21464,85
31053,250
17815,225
9098,155
13277,129
28068,37
28489,115
26004,75
31003,115
47193,180
10438,115
7211,50
36556,200
36231,225
35771,45
42389,300
10594,80
10710,325
10224,90
48621,55
32016,170
31515,60
28716,149
15065,100
18262,65
11130,190
47895,70
11283,100
535,42
24348,165
31112,235
43697,75
5449,96
6822,145
8926,105
17119,95
7667,100
7548,235
8856,140
40958,145
31885,80
36470,65
32167,294
40310,175
41805,83
35497,40
7568,70
40387,65
15977,275
6583,50
17741,40
27260,45
3158,130
41494,100
14598,139
39645,110
33063,35
8361,200
47629,100
8207,125
2255,70
410,132
34,70
15967,90
12034,80
26807,100
21548,45
30088,42
16697,114
7146,45
8846,75
44443,204
10381,42
17043,120
33791,65
29009,150
30173,150
24226,39
31972,135
30939,75
14524,40
15029,75
20785,83
26743,99
22390,70
18347,77
24940,100
29152,140
13638,70
29778,37
14193,199
20735,137
28440,300
9937,55
10579,165
929,189
2162,130
32009,150
5257,125
44806,157
41757,112
32223,49
33028,83
21468,109
33491,50
29022,100
41481,256
42416,45
40903,40
210,71
24693,40
28164,45
24843,246
32999,230
22127,64
6697,129
29993,65
18191,195
31805,37
20546,30
2951,110
14825,200
17522,75
37594,90
7900,150
18957,45
27197,80
23347,25
6149,225
21988,200
1075,142
2364,129
27253,110
31648,134
8425,275
10664,125
45317,50
17307,120
17444,49
33506,150
22608,80
45743,245
6271,200
40303,125
13851,50
9121,50
42156,55
47866,170
24105,150
18743,129
16799,70
14300,180
31354,118
48214,69
22422,60
39082,70
19145,140
34639,100
8399,170
2260,160
12623,150
32601,65
25382,66
29956,130
25807,125
4172,95
18504,129
14706,99
27214,160
23815,55
34407,45
14751,62
13706,60
28592,200
12581,77
31426,80
6022,109
15841,60
23433,79
31347,170
22366,80
6727,70
46333,250
47669,170
31030,69
18932,77
2870,120
27875,50
20412,50
16303,250
37744,101
48804,99
7295,73
16197,210
28703,120
42183,85
12637,300
47137,200
44376,162
48339,99
7771,47
6945,100
6599,50
28079,120
32859,72
47605,116
31096,225
45555,125
44558,300
22525,60
38455,89
39665,115
27401,120
7324,94
7143,60
4563,119
30089,33
22413,270
32475,207
1758,225
18055,60
23237,125
30654,119
26831,255
37327,100
31421,69
1099,68
36000,39
40361,145
7511,110
6303,219
35171,39
31075,130
12823,90
11701,45
5901,189
2883,115
30408,80
18199,92
12861,60
6612,49
21171,230
15861,199
20327,100
5135,75
39567,33
9874,250
12314,320
12045,205
23481,250
9188,90
31869,150
16790,40
5534,125
30822,66
46976,120
6989,80
39183,150
9164,90
23716,100
9329,70
44125,90
14834,159
37265,265
9790,40
28506,142
30388,49
29627,79
47697,230
10217,100
32670,48
45924,85
22787,90
2012,70
13037,150
17759,75
15140,239
39530,250
6466,235
27682,55
2517,140
48756,129
29440,35
32427,90
39175,69
23907,55
253,205
29050,60
6931,156
18107,30
33545,50
8533,80
13209,100
37922,60
38297,150
45390,125
16336,35
23253,75
10728,150
42443,100
2781,140
8383,120
26018,116
1186,104
22837,60
1425,200
42728,75
12713,325
4857,197
38666,150
14953,81
48857,85
4547,200
21002,141
41845,250
39791,115
27072,185
14978,160
27199,150
13587,150
37218,250
47787,145
32122,43
25126,72
32975,75
8985,80
2378,65
47455,160
17882,50
10810,130
11384,56
15686,180
36616,250
21792,150
14156,135
13840,139
19750,160
2245,60
6597,62
32093,150
40407,150
43197,130
312,195
1641,80
8972,40
12489,119
5537,129
36133,117
12678,70
17509,40
22465,119
27171,100
46938,275
36354,48
12897,30
36617,220
1340,72
21950,69
20760,50
33705,154
42292,69
34696,50
38750,303
31948,330
33522,150
47106,144
37,85
18433,30
29295,70
31200,190
19321,80
27565,100
5678,90
7954,245
8845,64
28875,160
33789,119
28587,290
20258,120
35440,79
11475,125
25344,55
4748,75
48522,250
48826,200
24503,60
25442,120
47172,50
19363,150
22576,39
12340,140
41130,60
14238,189
21918,140
29480,99
29968,150
9637,45
30041,60
15779,289
32423,69
12483,135
2246,50
20133,110
14523,250
17765,219
2748,120
24977,100
33774,120
14435,65
38910,95
19636,100
23766,55
24216,150
41399,200
41330,80
48196,60
9017,230
34115,90
43601,154
23544,60
5920,200
947,72
46170,40
18544,100
9128,190
12595,95
33225,10
19383,90
45523,33
4157,70
35046,90
38519,112
37062,70
30549,77
38918,160
41955,75
14113,110
36582,53
44658,42
30234,146
5035,75
12428,49
46108,89
29247,199
22807,100
33784,120
14036,175
31960,150
1857,135
22979,75
969,250
34198,106
13627,70
44239,120
22688,35
15731,140
9611,125
28934,220
26146,59
14658,79
45221,34
14621,85
9578,80
46219,279
48709,39
33893,129
22367,69
10842,44
518,165
11502,125
33383,225
16873,52
33949,95
18751,140
34485,51
249,36
22033,75
43373,50
43447,130
44268,100
3504,60
31198,300
28923,79
31758,70
15342,96
11813,300
41732,90
23501,90
980,100
12762,70
16700,120
39267,85
7103,140
2968,160
3756,100
38624,65
3097,92
40957,30
22851,50
25102,50
10035,90
32871,150
47233,100
44655,85
25430,239
30960,159
45755,60
24131,189
19001,60
42788,49
36713,75
5500,200
8854,210
44000,89
33027,59
48363,100
11833,80
15412,200
34548,50
45342,100
2339,200
35694,28
32781,107
22654,160
9729,85
9040,43
9144,125
1241,275
11569,50
10766,70
9640,100
42727,100
45792,35
33594,80
8494,78
42694,75
16185,110
44989,100
30378,37
4950,54
244,120
426,95
15124,200
36743,120
18606,100
10640,65
6948,150
10368,122
12023,100
25956,95
17993,75
3356,117
16932,119
32277,95
45040,60
47535,120
26695,165
41630,27
46508,80
36412,119
2969,115
37159,35
25252,222
13237,100
48654,40
17877,89
38451,315
26182,45
22128,40
25943,133
5154,100
4655,57
43991,165
26089,225
38531,125
1047,200
39084,100
23681,200
5013,90
39855,60
47149,190
39850,220
30780,50
6910,175
13578,90
18321,54
31775,200
29815,100
1180,100
4084,100
12196,70
23925,165
47608,120
30486,150
10374,118
30861,48
1760,65
23147,59
22081,100
41627,43
46555,66
13764,87
38200,130
10917,60
2114,64
26543,195
25826,275
40232,100
32912,60
5443,90
36823,90
5308,50
22774,40
25195,154
25763,48
12341,50
5163,185
45212,88
24330,298
24571,160
32702,80
1838,125
15733,184
34622,190
9687,150
23852,225
9389,167
3364,79
39205,60
6870,88
40394,300
15782,99
46382,307
17370,40
21935,60
23693,35
5855,300
18279,63
27695,105
11076,130
26888,50
32535,160
12464,150
37173,165
31223,45
302,90
21178,85
3355,55
676,199
32394,85
47720,275
30626,75
35606,75
15444,299
10575,90
44251,59
29292,39
22947,79
18340,99
44279,59
35306,125
16324,85
22949,215
26434,100
4475,78
15629,60
39134,80
46293,70
41493,68
45764,150
24638,127
18045,32
13810,55
21873,90
17100,115
42229,145
19455,80
5287,33
46004,300
35961,160
18188,45
16659,75
4681,139
17429,85
17907,120
39220,150
15189,177
23585,37
6820,69
31095,30
33216,50
28666,90
1404,105
45671,200
30749,125
9385,55
28502,112
13351,146
373,169
38749,317
46869,300
36546,42
1316,165
24545,100
24247,180
26941,249
16734,65
42724,190
17653,60
10387,100
4680,169
22773,115
4602,80
47430,40
32254,180
6563,55
13619,105
5278,87
8217,120
46160,50
2368,115
8679,175
20190,21
19315,95
40354,99
42554,35
10163,30
40761,110
12467,80
45432,115
7500,100
5229,120
42825,69
28329,150
37937,75
23515,80
37149,120
9791,190
8628,60
26650,140
43383,45
36600,80
10022,99
19519,40
47922,190
44101,130
37871,220
31759,105
29862,130
37513,60
4797,78
6747,65
47679,125
40247,200
39717,125
15449,300
15547,190
38751,206
26288,169
25841,90
24530,70
26516,90
29998,70
36033,70
21834,35
14545,169
34309,70
45313,275
38657,95
36773,225
6500,80
3036,100
41223,53
12098,34
24806,83
23602,160
4071,100
3814,70
13511,185
20716,75
36245,130
28198,245
45808,150
41478,214
44788,95
20382,90
46480,70
33222,60
32941,55
21372,126
37877,99
19431,45
17667,50
40773,220
46872,149
45271,300
25939,79
36971,200
21033,150
38133,98
35829,65
2628,90
33333,200
36057,41
26209,55
31225,62
18691,95
20371,135
10390,73
47680,180
32605,159
1449,135
9843,135
7547,45
38940,42
26559,50
29936,45
2294,160
13071,100
35450,280
21942,47
9254,150
10473,150
44593,112
23312,148
47531,130
16889,70
31677,150
29764,80
22129,62
46240,66
43408,330
7102,79
2690,72
37820,150
33147,70
46729,214
14071,65
15199,40
6866,225
22502,80
19843,197
33303,50
13074,160
32893,119
26463,60
23736,219
33984,70
41980,147
28850,125
34881,85
40409,114
36593,199
7894,109
45059,305
42010,65
4754,150
15623,86
37188,70
7331,300
33847,200
25098,100
13969,199
32952,200
28274,120
30779,75
18207,120
28284,250
29331,60
32836,200
6700,159
15447,100
23316,170
32325,100
1456,85
12313,185
41158,70
30207,79
4709,75
354,165
23228,85
27900,45
13062,80
20253,95
40599,70
41975,38
47178,100
14726,275
19899,100
10065,115
41095,70
40744,60
23998,125
13589,165
32531,50
2485,165
31343,300
6517,80
9122,120
26991,129
29148,23
26359,60
12862,70
26606,114
3923,50
14861,50
6976,50
18559,150
38809,267
48416,29
47112,46
10214,100
39940,205
1272,135
24132,250
41918,35
40943,75
16258,175
1445,234
1877,40
37000,65
21106,158
10880,110
41836,150
16819,150
5303,65
7145,139
34083,140
15422,94
19195,200
33650,45
38961,30
7865,140
22222,150
39372,130
14585,165
43661,66
14547,70
28902,65
13065,90
13265,125
4706,100
31844,75
39758,179
34067,95
7252,125
7321,167
3066,75
4293,100
45415,85
10844,119
21814,94
29698,98
36350,57
30403,70
45645,150
24029,60
3900,185
38341,90
30459,250
9367,165
32306,197
16001,87
1413,195
47767,225
39626,150
13073,150
23553,50
35066,279
45024,250
27397,40
41856,70
23537,28
22760,195
7027,85
17958,197
20411,80
8719,200
1280,210
20174,135
14794,45
42684,250
27242,165
461,130
37393,250
29850,175
604,110
3602,111
37596,175
47296,85
24213,52
43861,36
15025,106
5375,104
15895,60
1271,55
18745,100
14395,30
1765,105
24389,250
6763,150
16169,50
36841,125
47044,175
15242,90
44791,40
20622,105
7502,75
41861,160
649,135
17263,250
2680,99
26513,45
36346,90
26192,60
47379,300
8661,85
45698,199
43459,47
4712,150
11880,150
4953,75
39754,119
23749,52
19851,115
24344,85
11732,50
8639,80
12722,75
32388,50
37892,170
2489,155
30940,120
33600,181
14328,200
9818,120
24047,75
19496,100
33492,58
41117,199
28556,285
5932,70
42492,209
3894,239
31094,70
9840,170
10274,89
6646,139
11381,60
17610,150
27554,125
9707,89
21275,70
23105,120
31674,200
42516,81
20494,130
1549,150
8745,80
1128,150
37344,120
48038,55
31525,175
12989,65
2527,50
532,89
4297,103
34247,60
6346,100
39488,99
9648,109
15987,230
36082,135
20922,175
2486,181
20560,65
18304,45
45017,100
5595,105
41150,295
36186,76
13009,200
45940,189
25347,49
32380,61
15580,67
12540,160
16092,49
10889,70
48022,120
28571,109
22043,150
43337,140
6297,85
33795,95
19528,95
42116,300
20569,45
24840,65
31533,33
47811,100
9734,195
10537,140
7222,281
22054,115
28994,150
47868,65
28437,80
4965,150
34865,250
6435,112
36337,180
26872,80
22135,80
43183,120
22619,150
37810,200
22235,130
25855,95
47894,289
8478,120
6362,84
13067,65
41908,115
48347,40
34731,55
42471,145
9251,90
2670,72
15312,115
14111,99
42337,140
34022,45
37963,50
21491,80
8602,230
22252,55
48788,80
26309,120
15933,70
29638,115
44579,298
31160,99
2091,134
47056,275
20753,36
870,109
4398,125
38194,75
26550,125
48117,175
6941,70
36016,240
3811,75
351,120
28840,151
10076,170
27981,65
43256,60
29303,78
40751,175
